"","team1","team2","homeWinPct","awayWinPct","homeDrawPct"
"391","Sheffield United","Wigan",0,1,0
"392","Sheffield United","Reading",0,0,0
"393","Sheffield United","Hull",NA,NA,NA
"394","Sheffield United","Spurs",NA,NA,NA
"395","Sheffield United","Burnley",NA,NA,NA
"396","Sheffield United","Blackpool",NA,NA,NA
"397","Sheffield United","Swansea",NA,NA,NA
"398","Sheffield United","Cardiff",NA,NA,NA
"399","Sheffield United","Bournemouth",NA,NA,NA
"400","Sheffield United","Brighton",NA,NA,NA
"401","Sheffield United","Huddersfield",NA,NA,NA
"402","Southampton","Arsenal",0.277777777777778,0,0.333333333333333
"403","Southampton","Aston Villa",0.375,0.3125,0.1875
"404","Southampton","Chelsea",0.222222222222222,0.166666666666667,0.166666666666667
"405","Southampton","Liverpool",0.333333333333333,0.166666666666667,0.222222222222222
"406","Southampton","Man City",0.230769230769231,0.230769230769231,0.307692307692308
"407","Southampton","Newcastle",0.705882352941177,0.176470588235294,0.235294117647059
"408","Southampton","Oldham",0,0,0
"409","Southampton","Sheffield United",0,0,1
"410","Southampton","Southampton",NA,NA,NA
"411","Southampton","West Ham",0.4375,0.25,0.375
"412","Southampton","Norwich",0.5,0.166666666666667,0.333333333333333
"413","Southampton","Tottenham",0.444444444444444,0.166666666666667,0.222222222222222
"414","Southampton","Everton",0.555555555555556,0.0555555555555556,0.277777777777778
"415","Southampton","Ipswich",0.25,0.25,0.25
"416","Southampton","Leeds",0.363636363636364,0.0909090909090909,0.0909090909090909
"417","Southampton","Wimbledon",0.428571428571429,0.428571428571429,0.285714285714286
"418","Southampton","Blackburn",0.6,0.1,0.3
"419","Southampton","Coventry",0.375,0.25,0.375
"420","Southampton","Man United",0.277777777777778,0.111111111111111,0.166666666666667
"421","Southampton","QPR",0.6,0.4,0
"422","Southampton","Sheffield Weds",0.285714285714286,0.142857142857143,0.285714285714286
"423","Southampton","Swindon",1,0,0
"424","Southampton","Crystal Palace",0.75,0.375,0.125
"425","Southampton","Leicester",0.416666666666667,0.0833333333333333,0.416666666666667
"426","Southampton","Nottingham Forest",0,0.25,0.5
"427","Southampton","Bolton",0.166666666666667,0.333333333333333,0.333333333333333
"428","Southampton","Middlesbrough",0.333333333333333,0.555555555555556,0.444444444444444
"429","Southampton","Derby",0.5,0,0.166666666666667
"430","Southampton","Sunderland",0.4,0.4,0.3
"431","Southampton","Barnsley",1,0,0
"432","Southampton","Charlton",0.5,0,0.5
"433","Southampton","Watford",0.5,0.25,0.25
"434","Southampton","Brentford",1,1,0
"435","Southampton","Fulham",0.333333333333333,0.166666666666667,0.666666666666667
"436","Southampton","Birmingham",0.333333333333333,0,0.666666666666667
"437","Southampton","Middlesboro",0,0,1
"438","Southampton","West Brom",0.5,0.375,0.25
"439","Southampton","Portsmouth",1,0,0
"440","Southampton","Wolves",1,1,0
"441","Southampton","Wigan",0,0,0
"442","Southampton","Reading",1,1,0
"443","Southampton","Hull",0.666666666666667,0.666666666666667,0.333333333333333
"444","Southampton","Spurs",0.166666666666667,0.166666666666667,0.5
"445","Southampton","Burnley",0.666666666666667,0,0
"446","Southampton","Blackpool",NA,NA,NA
"447","Southampton","Swansea",0.5,0.666666666666667,0.333333333333333
"448","Southampton","Cardiff",0,1,0
